log_level_desc,log_level,error_code,event_desc
informational,6,305011,Built {dynamic|static} {TCP|UDP|ICMP} translation from interface_name:real_address/real_port to interface_name:mapped_address/mapped_port
informational,6,305012,Teardown {dynamic|static} {TCP|UDP|ICMP} translation from interface_name [(acl-name)]:real_address/{real_port|real_ICMP_ID}to interface_name:mapped_address/{mapped_port|mapped_ICMP_ID} duration time
informational,6,308001,console enable password incorrect for number tries (from IP_address) 
informational,6,311001,LU loading standby start
informational,6,311002,LU loading standby end
informational,6,311003,LU recv thread up
informational,6,311004,LU xmit thread up
informational,6,312001,"RIP hdr failed from IP_address: cmd=string, version=number domain=string on interface interface_name"
informational,6,314001,Pre-allocated RTSP UDP backconnection for src_intf:src_IP to dst_intf:dst_IP/dst_port.
informational,6,314002,RTSP failed to allocate UDP media connection from src_intf:src_IP to dst_intf:dst_IP/dst_port: reason_string.
informational,6,314003,Dropped RTSP traffic from src_intf:src_ip due to: reason.
informational,6,314004,RTSP client src_intf:src_IP accessed RTSP URL RTSP URL
informational,6,314005,RTSP client src_intf:src_IP denied access to URL RTSP_URL.
informational,6,314006,RTSP client src_intf:src_IP exceeds configured rate limit of rate for request_method messages.
informational,6,315011,"SSH session from IP_address on interface interface_name for user user disconnected by SSH server, reason: reason"
informational,6,321003,Resource var1 log level of var2 reached.
informational,6,321004,Resource var1 rate log level of var2 reached
informational,6,322004,No management IP address configured for transparent firewall. Dropping protocol protocol packet from interface_in:source_address/source_port to interface_out:dest_address/dest_port
informational,6,333001,EAP association initiated - context:EAP-context
informational,6,333003,EAP association terminated - context:EAP-context
informational,6,333009,EAP-SQ response MAC TLV is invalid - context:EAP-context
informational,6,334001,EAPoUDP association initiated - host-address
informational,6,334004,Authentication request for NAC Clientless host - host-address
informational,6,334007,EAPoUDP association terminated - host-address
informational,6,334008,"NAC EAP association initiated - host-address, EAP context:EAP-context"
informational,6,334009,Audit request for NAC Clientless host - Assigned_IP.
informational,6,335001,NAC session initialized - host-address
informational,6,335004,NAC is disabled for host - host-address
informational,6,335006,NAC Applying ACL:ACL-name - host-address
informational,6,335009,NAC 'Revalidate' request by administrative action - host-address
informational,6,335010,NAC 'Revalidate All' request by administrative action - num sessions
informational,6,335011,NAC 'Revalidate Group' request by administrative action for group-name group - num sessions
informational,6,335012,NAC 'Initialize' request by administrative action - host-address
informational,6,335013,NAC 'Initialize All' request by administrative action - num sessions
informational,6,335014,NAC 'Initialize Group' request by administrative action for group-name group - num sessions
informational,6,336011,event event
informational,6,338101,"Dynamic filter action whitelisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port, (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: domain name"
informational,6,338102,"Dynamic filter action whitelisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: domain name"
informational,6,338103,"Dynamic filter action whitelisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port, (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: ip address/netmask"
informational,6,338104,"Dynamic filter action whitelisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: ip address/netmask"
informational,6,338301,"Intercepted DNS reply for domain name from in_interface:src_ip_addr/src_port to out_interface:dest_ip_addr/dest_port, matched list"
informational,6,338304,Successfully downloaded dynamic filter data file from updater server url 
informational,6,339007,"UC-IME-Offpath: Mapped address %A:%d on %s interface for remote UCM %A:%d on %s interface, request from local UCM %A:%d on %s interface"
informational,6,339008,"UC-IME-Media: Media session with Call-ID %s and Session-ID %s terminated. RTP monitoring parameters: Failover state: %s, Refer msgs sent: %d, Codec payload format: %s, RTP ptime (ms): %d, Max RBLR pct( x100): %d, Max ITE count in 8 secs: %d, Max BLS (ms): %d, Max span PDV (usec): %d, Min span PDV (usec): %d, Mov avg span PDV (usec): %d, Total ITE count: %d, Total sec count: %d, Concealed sec count: %d, Severely concealed sec count: %d, Max call interval (ms): %d"
informational,6,339009,UC-IME: Ticket Password changed. Please update the same on UC-IME server.
informational,6,402129,"CRYPTO: An attempt to release a DMA memory block failed, location: address"
informational,6,402130,"CRYPTO: Received an ESP packet (SPI = 0x54A5C634, sequence number= 0x7B) from 75.2.96.101 (user= user) to 85.2.96.10 with incorrect IPsec padding"
informational,6,403500,PPPoE - Service name 'any' not received in PADO. Intf:interface_name AC:ac_name.
informational,6,410004,action_class: action DNS query_response from src_ifc:sip/sport to dest_ifc:dip/dport; further_info
informational,6,414004,TCP Syslog Server intf: IP_Address/port - Connection restored 
informational,6,415001,"HTTP - matched matched_string in policy-map map_name, header field count exceeded connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
informational,6,415002,"HTTP - matched matched_string in policy-map map_name, header field length exceeded connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
informational,6,415003,"HTTP - matched matched_string in policy-map map_name, body length exceeded connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
informational,6,415017,"HTTP - matched_string in policy-map map_name, arguments matched connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num"
informational,6,420004,Virtual Sensor sensor_name was added on the AIP SSM
informational,6,420005,Virtual Sensor sensor_name was deleted from the AIP SSM
informational,6,421002,TCP|UDP flow from interface_name:IP_address/port to interface_nam:IP_address/port bypassed application checking because the protocol is not supported.
informational,6,421005,interface_name:IP_address is counted as a user of application
informational,6,421006,There are number users of application accounted during the past 24 hours.
informational,6,425001,Redundant interface redundant_interface_name created.
informational,6,425002,Redundant interface redundant_interface_name removed.
informational,6,425003,Interface interface_name added into redundant interface redundant_interface_name.
informational,6,425004,Interface interface_name removed from redundant interface redundant_interface_name.
informational,6,425005,Interface interface_name become active in redundant interface redundant_interface_name
informational,6,425006,Redundant interface redundant_interface_name switch active member to interface_name failed.
informational,6,428001,"WAAS confirmed from in_interface:src_ip_addr/src_port to out_interface:dest_ip_addr/dest_port, inspection services bypassed on this connection"
informational,6,444103,Shared proto license usage is over 90% capacity 
informational,6,444104,Shared proto license availability: value. 
informational,6,444107,Shared license service status on interface ifname 
informational,6,444108,Shared license state client id id
informational,6,602101,"PMTU-D packet number bytes greater than effective mtu number dest_addr=dest_address, src_addr=source_address, prot=protocol"
informational,6,602103,"IPSEC: Received an ICMP Destination Unreachable from src_addr with suggested PMTU of rcvd_mtu; PMTU updated for SA with peer peer_addr, SPI spi, tunnel name username, old PMTU old_mtu, new PMTU new_mtu.7-703001: H.225 message received from interface_name:IP_address/port to interface_name:IP_address/port is using an unsupported version number"
informational,6,602104,"IPSEC: Received an ICMP Destination Unreachable from src_addr, PMTU is unchanged because suggested PMTU of rcvd_mtu is equal to or greater than the current PMTU of curr_mtu, for SA with peer peer_addr, SPI spi, tunnel name username."
informational,6,602304,IPSEC: An direction tunnel_type SA (SPI=spi) between local_IP and remote_IP (username) has been deleted.
informational,6,603101,"PPTP received out of seq or duplicate pkt, tnl_id=number, sess_id=number, seq=number."
informational,6,603102,PPP virtual interface interface_name - user: user aaa authentication started.
informational,6,603103,PPP virtual interface interface_name - user: user aaa authentication status
informational,6,603104,"PPTP Tunnel created, tunnel_id is number, remote_peer_ip is remote_address, ppp_virtual_interface_id is number, client_dynamic_ip is IP_address, username is user, MPPE_key_strength is string"
informational,6,603105,"PPTP Tunnel deleted, tunnel_id = number, remote_peer_ip= remote_address"
informational,6,603106,"L2TP Tunnel created, tunnel_id is number, remote_peer_ip is remote_address, ppp_virtual_interface_id is number, client_dynamic_ip is IP_address, username is user"
informational,6,603107,"L2TP Tunnel deleted, tunnel_id = number, remote_peer_ip = remote_address"
informational,6,603108,"Built PPTP Tunnel at interface_name, tunnel-id = number, remote-peer = IP_address, virtual-interface = number, client-dynamic-ip = IP_address, username = user, MPPE-key-strength = number"
informational,6,603109,"Teardown PPPOE Tunnel at interface_name, tunnel-id = number, remote-peer = IP_address"
informational,6,604101,"DHCP client interface interface_name: Allocated ip = IP_address, mask = netmask, gw = gateway_address"
informational,6,604102,DHCP client interface interface_name: address released 
informational,6,604103,DHCP daemon interface interface_name: address granted MAC_address (IP_address)
informational,6,604104,DHCP daemon interface interface_name: address released
informational,6,605004,Login denied from source-address/source-port to interface:destination/service for user “username”
informational,6,605005,Login permitted from source-address/source-port to interface:destination/service for user “username”
informational,6,606001,ASDM session number number from IP_address started
informational,6,606002,ASDM session number number from IP_address ended
informational,6,606003,ASDM logging session number id from IP_address started id session ID assigned
informational,6,606004,ASDM logging session number id from IP_address ended
informational,6,607001,Pre-allocate SIP connection_type secondary channel for interface_name:IP_address/port to interface_name:IP_address from string message
informational,6,607003,action_class: Received SIP req_resp req_resp_info from src_ifc:sip/sport to dest_ifc:dip/dport; further_info
informational,6,608001,Pre-allocate Skinny connection_type secondary channel for interface_name:IP_address to interface_name:IP_address/port from string message
informational,6,610101,Authorization failed: Cmd: command Cmdtype: command_modifier
informational,6,611101,User authentication succeeded: Uname: user
informational,6,611102,User authentication failed: Uname: user
informational,6,611301,VPN Client: NAT configured for Client Mode with no split tunneling: NAT address: mapped_address
informational,6,611302,VPN Client: NAT exemption configured for Network Extension Mode with no split tunneling
informational,6,611303,VPN Client: NAT configured for Client Mode with split tunneling: NAT address: mapped_address Split Tunnel Networks: IP_address/netmask IP_address/netmask
informational,6,611304,VPN Client: NAT exemption configured for Network Extension Mode with split tunneling: Split Tunnel Networks: IP_address/netmask IP_address/netmask
informational,6,611305,VPN Client: DHCP Policy installed: Primary DNS: IP_address Secondary DNS: IP_address Primary WINS: IP_address Secondary WINS: IP_address
informational,6,611306,VPN Client: Perfect Forward Secrecy Policy installed
informational,6,611307,VPN Client: Head end: IP_address
informational,6,611308,VPN Client: Split DNS Policy installed: List of domains: string string
informational,6,611309,VPN Client: Disconnecting from head end and uninstalling previously downloaded policy: Head End: IP_address
informational,6,611310,VNP Client: XAUTH Succeeded: Peer: IP_address
informational,6,611311,VNP Client: XAUTH Failed: Peer: IP_address
informational,6,611312,VPN Client: Backup Server List: reason
informational,6,611314,VPN Client: Load Balancing Cluster with Virtual IP: IP_address has redirected the to server IP_address
informational,6,611315,VPN Client: Disconnecting from Load Balancing Cluster member IP_address
informational,6,611316,VPN Client: Secure Unit Authentication Enabled
informational,6,611317,VPN Client: Secure Unit Authentication Disabled
informational,6,611318,VPN Client: User Authentication Enabled: Auth Server IP: IP_address Auth Server Port: port Idle Timeout: time
informational,6,611319,VPN Client: User Authentication Disabled 
informational,6,611320,VPN Client: Device Pass Thru Enabled 
informational,6,611321,VPN Client: Device Pass Thru Disabled 
informational,6,611322,VPN Client: Extended XAUTH conversation initiated when SUA disabled 
informational,6,611323,VPN Client: Duplicate split nw entry
informational,6,613001,Checksum Failure in database in area string Link State Id IP_address Old Checksum number New Checksum number
informational,6,613002,interface interface_name has zero bandwidth
informational,6,613003,IP_address netmask changed from area string to area string
informational,6,614001,Split DNS: request patched from server: IP_address to server: IP_address
informational,6,614002,Split DNS: reply from server:IP_address reverse patched back to original server:IP_address
informational,6,615001,vlan number not available for firewall interface
informational,6,615002,vlan number available for firewall interface
informational,6,616001,Pre-allocate MGCP data_channel connection for inside_interface:inside_address to outside_interface:outside_address/port from message_type message
informational,6,617001,GTPv version msg_type from source_interface:source_address/source_port not accepted by source_interface:dest_address/dest_port
informational,6,617002,"Removing v1 PDP Context with TID tid from GGSN IP_address and SGSN IP_address, Reason: reason or Removing v1 primary|secondary PDP Context with TID tid from GGSN IP_address and SGSN IP_address, Reason: reason"
informational,6,617003,GTP Tunnel created from source_interface:source_address/source_port to source_interface:dest_address/dest_port
informational,6,617004,GTP connection created for response from source_interface:source_address/0 to source_interface:dest_address/dest_port
informational,6,617100,Teardown num_conns connection(s) for user user_ip
informational,6,620001,Pre-allocate CTIQBE {RTP | RTCP} secondary channel for interface_name:outside_address[/outside_port] to interface_name:inside_address[/inside_port] from CTIQBE_message_name message
informational,6,621001,"Interface interface_name does not support multicast, not enabled "
informational,6,621002,"Interface interface_name does not support multicast, not enabled "
informational,6,621003,The event queue size has exceeded number 
informational,6,621006,"Mrib disconnected, (IP_address, IP_address) event cancelled"
informational,6,621007,"Bad register from interface_name:IP_address to IP_address for (IP_address, IP_address)"
informational,6,622001,"string tracked route network mask address, distance number, table string, on interface interface-name"
informational,6,622101,Starting regex table compilation for match_command; table entries = regex_num entries
informational,6,622102,Completed regex table compilation for match_command; table size = num bytes 
informational,6,634001,"DAP: User user, Addr ipaddr, Connection connection; The following DAP records were selected for this connection: DAP Record names"
informational,6,713128,Connection attempt to VCPIP redirected to VCA peer IP_address via load balancing
informational,6,713145,"Detected Hardware Client in network extension mode, adding static route for address: IP_address, mask: netmask"
informational,6,713147,"Terminating tunnel to Hardware Client in network extension mode, deleting static route for address: IP_address, mask: netmask"
informational,6,713172,Automatic NAT Detection Status: Remote end is|is not behind a NAT device This end is|is_not behind a NAT device
informational,6,713177,"Received remote Proxy Host FQDN in ID Payload: Host Name: host_name Address IP_address, Protocol protocol, Port port"
informational,6,713184,Client Type: Client_type Client Application Version: Application_version_string
informational,6,713211,Adding static route for L2L peer coming in on a dynamic map. address:
informational,6,713213,Deleting static route for L2L peer that came in on a dynamic map. address: netmask
informational,6,713215,No match against Client Type and Version rules.
informational,6,713219,Deleting static route for L2L peer that came in on a dynamic map. address: netmask
informational,6,713220,De-queueing KEY-ACQUIRE messages that were left pending.
informational,6,713228,Assigned private IP address assigned_private_IP
informational,6,713235,Attempt to send an IKE packet from standby unit. Dropping the packet!
informational,6,713256,"receipt of unknown tunnel group. Aborting connection. IP = peer-IP, Sending spoofed ISAKMP Aggressive Mode message 2 due to"
informational,6,713905,descriptive_event_string. 
informational,6,716001,Group group User user WebVPN session started. 
informational,6,716002,Group group User user WebVPN session terminated: reason.
informational,6,716003,Group group User user WebVPN access GRANTED: url
informational,6,716004,Group group User user WebVPN access DENIED to specified location: url
informational,6,716005,Group group User user WebVPN ACL Parse Error: reason
informational,6,716006,Group name User user WebVPN session terminated. Idle timeout.
informational,6,716009,Group group User user WebVPN session not allowed. WebVPN ACL parse error.
informational,6,717003,Certificate received from Certificate Authority for trustpoint trustpoint_name.
informational,6,716038,"Authentication: successful, group = name user = user, Session Type: WebVPN"
informational,6,716039,"Authentication: rejected, group = name user = user, Session Type: %s"
informational,6,716040,"Reboot pending, new sessions disabled. Denied user login."
informational,6,716041,access-list acl_ID action url url hit_cnt count
informational,6,716042,access-list acl_ID action tcp source_interface/source_address (source_port) - dest_interface/dest_address(dest_port) hit-cnt count
informational,6,716043,"G,roup group-name, User user-name, IP IP_address: WebVPN Port Forwarding Java applet started. Created new hosts file mappings"
informational,6,716049,Group group-name User user-name IP IP_address Empty SVC ACL.
informational,6,716050,Error adding to ACL: ace_command_line
informational,6,716051,Group group-name User user-name IP IP_address Error adding dynamic ACL for user.
informational,6,716055,Group group-name User user-name IP IP_address Authentication to SSO server name: name type type succeeded
informational,6,716058,Group group User user IP ip AnyConnect session lost connection. Waiting to resume.
informational,6,716059,Group group User user IP ip AnyConnect session resumed. Connection from ip2 
informational,6,716060,Terminated AnyConnect session in waiting-to-resume state to accept a new connection. Group group User user IP ip License pre-empted.
informational,6,717003,Certificate received from Certificate Authority for trustpoint trustpoint_name.
informational,6,717004,PKCS #12 export failed for trustpoint trustpoint_name.
informational,6,717005,PKCS #12 export succeeded for trustpoint trustpoint_name.
informational,6,717006,PKCS #12 import failed for trustpoint trustpoint_name.
informational,6,717007,PKCS #12 import succeeded for trustpoint trustpoint_name.
informational,6,717016,Removing expired CRL from the CRL cache. Issuer: issuer
informational,6,717022,Certificate was successfully validated. certificate_identifiers
informational,6,717028,Certificate chain was successfully validated additional info.
informational,6,717033,OCSP response status - Successful.
informational,6,717043,Local CA Server certificate enrollment related info for user: user. Info: info.
informational,6,717047,"Revoked certificate issued to user: username, with serial number serial number."
informational,6,717048,"Unrevoked certificate issued to user: username, with serial number serial number."
informational,6,718003,"Got unknown peer message message_number from IP_address, local version version_number, remote version version_number"
informational,6,718004,Got unknown internal message message_number
informational,6,718013,Peer IP_address is not answering HELLO
informational,6,718027,Received unexpected KEEPALIVE request from IP_address
informational,6,718030,Received planned OOS from IP_address
informational,6,718037,Master processed number_of_timeouts timeouts
informational,6,718038,Slave processed number_of_timeouts timeouts
informational,6,718039,Process dead peer IP_address
informational,6,718040,Timed-out exchange ID exchange_ID not found
informational,6,718051,Deleted secure tunnel to peer IP_address
informational,6,719001,Email Proxy session could not be established: session limit of maximum_sessions has been reached.
informational,6,719003,Email Proxy session pointer resources have been freed for source_address. 
informational,6,719004,Email Proxy session pointer has been successfully established for source_address.
informational,6,719010,protocol Email Proxy feature is disabled on interface interface_name.
informational,6,719011,Protocol Email Proxy feature is enabled on interface interface_name.
informational,6,719012,Email Proxy server listening on port port for mail protocol protocol.
informational,6,719013,Email Proxy server closing port port for mail protocol protocol.
informational,6,719017,WebVPN user: vpnuser invalid dynamic ACL.
informational,6,719018,WebVPN user: vpnuser ACL ID acl_ID not found
informational,6,719019,WebVPN user: vpnuser authorization failed.
informational,6,719020,WebVPN user vpnuser authorization completed successfully.
informational,6,719021,WebVPN user: vpnuser is not checked against ACL.
informational,6,719022,WebVPN user vpnuser has been authenticated.
informational,6,719023,WebVPN user vpnuser has not been successfully authenticated. Access denied.
informational,6,719024,Email Proxy piggyback auth fail: session = pointer user=vpnuser addr=source_address
informational,6,719025,Email Proxy DNS name resolution failed for hostname.
informational,6,719026,Email Proxy DNS name hostname resolved to IP_address.
informational,6,720002,(VPN-unit) Starting VPN Stateful Failover Subsystem...
informational,6,720003,(VPN-unit) Initialization of VPN Stateful Failover Component completed successfully
informational,6,720004,(VPN-unit) VPN failover main thread started. 
informational,6,720005,(VPN-unit) VPN failover timer thread started. 
informational,6,720006,(VPN-unit) VPN failover sync thread started. 
informational,6,720010,(VPN-unit) VPN failover client is being disabled 
informational,6,720012,(VPN-unit) Failed to update IPSec failover runtime data on the standby unit.
informational,6,722013,Group group User user-name IP IP_address SVC Message: type-num/INFO: message
informational,6,720014,"(VPN-unit) Phase 2 connection entry (msg_id=message_number, my cookie=mine, his cookie=his) contains no SA list."
informational,6,720015,"(VPN-unit) Cannot found Phase 1 SA for Phase 2 connection entry (msg_id=message_number, my cookie=mine, his cookie=his)."
informational,6,720023,(VPN-unit) HA status callback: Peer is not present.
informational,6,720024,(VPN-unit) HA status callback: Control channel is status.
informational,6,720025,(VPN-unit) HA status callback: Data channel is status.
informational,6,720026,(VPN-unit) HA status callback: Current progression is being aborted.
informational,6,720027,(VPN-unit) HA status callback: My state state.
informational,6,720028,(VPN-unit) HA status callback: Peer state state.
informational,6,720029,(VPN-unit) HA status callback: Start VPN bulk sync state.
informational,6,720030,(VPN-unit) HA status callback: Stop bulk sync state.
informational,6,720032,"(VPN-unit) HA status callback: id=ID, seq=sequence_#, grp=group, event=event, op=operand, my=my_state, peer=peer_state."
informational,6,720037,"(VPN-unit) HA progression callback: id=id,seq=sequence_number,grp=group,event=event,op=operand, my=my_state,peer=peer_state."
informational,6,720039,(VPN-unit) VPN failover client is transitioning to active state
informational,6,720040,(VPN-unit) VPN failover client is transitioning to standby state.
informational,6,720045,(VPN-unit) Start bulk syncing of state information on standby unit.
informational,6,720046,(VPN-unit) End bulk syncing of state information on standby unit
informational,6,720056,(VPN-unit) VPN Stateful failover Message Thread is being disabled.
informational,6,720057,(VPN-unit) VPN Stateful failover Message Thread is enabled.
informational,6,720058,(VPN-unit) VPN Stateful failover Timer Thread is disabled.
informational,6,720059,(VPN-unit) VPN Stateful failover Timer Thread is enabled.
informational,6,720060,(VPN-unit) VPN Stateful failover Sync Thread is disabled.
informational,6,720061,(VPN-unit) VPN Stateful failover Sync Thread is enabled.
informational,6,720062,(VPN-unit) Active unit started bulk sync of state information to standby unit.
informational,6,720063,(VPN-unit) Active unit completed bulk sync of state information to standby.
informational,6,721001,(device) WebVPN Failover SubSystem started successfully.(device) either WebVPN-primary or WebVPN-secondary.
informational,6,721002,"(device) HA status change: event event, my state my_state, peer state peer. "
informational,6,721003,"(device) HA progression change: event event, my state my_state, peer state peer. "
informational,6,721004,(device) Create access list list_name on standby unit. 
informational,6,721005,(device) Fail to create access list list_name on standby unit. 
informational,6,721006,(device) Update access list list_name on standby unit. 
informational,6,721008,(device) Delete access list list_name on standby unit. 
informational,6,721009,(device) Fail to delete access list list_name on standby unit. 
informational,6,721010,"(device) Add access list rule list_name, line line_no on standby unit. "
informational,6,721012,(device) Enable APCF XML file file_name on the standby unit.
informational,6,721014,(device) Disable APCF XML file file_name on the standby unit. 
informational,6,721016,"(device) WebVPN session for client user user_name, IP ip_address has been created."
informational,6,721018,"(device) WebVPN session for client user user_name, IP ip_address has been deleted."
informational,6,722013,Group group User user-name IP IP_address SVC Message: type-num/INFO: message
informational,6,722014,Group group User user-name IP IP_address SVC Message: type-num/INFO: message
informational,6,722022,TunnelGroup tunnel_group GroupPolicy group_policy User user-name IP IP_address No address available for SVC connection
informational,6,722023,Group group User user-name IP IP_address SVC connection terminated {with|without} compression
informational,6,722024,SVC Global Compression Enabled
informational,6,722025,SVC Global Compression Disabled
informational,6,722026,Group group User user-name IP IP_address SVC compression history reset
informational,6,722027,Group group User user-name IP IP_address SVC decompression history reset
informational,6,722051,Group group-policy User username IP public-ip Address assigned-ip assigned to session
informational,6,722053,Group g User u IP ip Unknown client user-agent connection. 
informational,6,723001,"Group group-name, User user-name, IP IP_address: WebVPN Citrix ICA connection connection is up."
informational,6,723002,"Group group-name, User user-name, IP IP_address: WebVPN Citrix ICA connection connection is down."
informational,6,725001,Starting SSL handshake with remote_device interface_name:IP_address/port for SSL_version session.
informational,6,725002,Device completed SSL handshake with remote_device interface_name:IP_address/port
informational,6,725003,SSL client interface_name:IP_address/port requesting to resume previous session.
informational,6,725004,Device requesting certificate from SSL client interface_name:IP_address/port for authentication.
informational,6,725005,SSL server interface_name:IP_address/port requesting our device certificate for authentication.
informational,6,725006,Device failed SSL handshake with remote_device interface_name:IP_address/port
informational,6,725007,SSL session with remote_device interface_name:IP_address/port terminated.
informational,6,726001,Inspected im_protocol im_service Session between Client im_client_1 and im_client_2 Packet flow from src_ifc:/sip/sport to dest_ifc:/dip/dport Action: action Matched Class class_map_id class_map_name
informational,6,730004,Group groupname User username IP ipaddr VLAN ID vlanid from AAA ignored.
informational,6,730005,Group groupname User username IP ipaddr VLAN ID vlanid from AAA is invalid.
informational,6,731001,NAC policy added: name: policyname Type: policytype.
informational,6,731002,NAC policy deleted: name: policyname Type: policytype.
informational,6,731003,nac-policy unused: name: policyname Type: policytype.
informational,6,732001,"Group groupname, User username, IP ipaddr, Fail to parse NAC-SETTINGS nac-settings-id, terminating connection."
informational,6,732002,"Group groupname, User username, IP ipaddr, NAC-SETTINGS settingsid from AAA ignored, existing NAC-SETTINGS settingsid_inuse used instead."
informational,6,732003,"Group groupname, User username, IP ipaddr, NAC-SETTINGS nac-settings-id from AAA is invalid, terminating connection."
informational,6,734001,"DAP: User user, Addr ipaddr, Connection connection: The following DAP records were selected for this connection: DAP record names"
informational,6,734005,"DAP: User user, Addr ip: Administrative Message: custom message"
informational,6,737005,"IPAA: DHCP configured, request succeeded for tunnel-group 'tunnel-group'"
informational,6,737006,IPAA: Local pool request succeeded for tunnel-group 'tunnel-group'
informational,6,737010,"IPAA: requested address ip-address, request succeeded"
informational,6,737014,IPAA: Freeing AAA address ip-address
informational,6,737015,IPAA: Freeing DHCP address ip-address
informational,6,737016,IPAA: Freeing local pool address ip-address
informational,6,737017,IPAA: DHCP request attempt num succeeded
informational,6,737026,IPAA: Client assigned ip-address from local pool
informational,6,737029,IPAA: Adding ip-address to standby: succeeded
informational,6,737031,IPAA: Removing %m from standby: succeeded
informational,6,741000,Coredump filesystem image created on variable 1 -size variable 2 MB
informational,6,741001,Coredump filesystem image on variable 1 - resized from variable 2 MB to variable 3 MB
informational,6,741002,Coredump log and filesystem contents cleared on variable 1 
informational,6,741003,Coredump filesystem and its contents removed on variable 1 
informational,6,741004,Coredump configuration reset to default values 
warning,4,741005,Coredump operation variable 1 failed with error variable 2 variable 3 
warning,4,741006,"Unable to write Coredump Helper configuration, reason variable 1"
debugging,7,109014,uauth_lookup_net fail for uauth_in() 
debugging,7,109021,Uauth null proxy error 
debugging,7,111009,User user executed cmd:string 
debugging,7,304005,URL Server IP_address request pending URL url 
debugging,7,304009,Ran out of buffer blocks specified by url-block command
debugging,7,333004,EAP-SQ response invalid - context:EAP-context
debugging,7,333005,EAP-SQ response contains invalid TLV(s) - context:EAP-context
debugging,7,333006,EAP-SQ response with missing TLV(s) - context:EAP-context
debugging,7,333007,EAP-SQ response TLV has invalid length - context:EAP-context
debugging,7,333008,EAP-SQ response has invalid nonce TLV - context:EAP-context
debugging,7,335007,NAC Default ACL not configured - host-address
debugging,7,421004,Failed to inject {TCP|UDP} packet from IP_address/port to IP_address/port
debugging,7,609001,Built local-host interface_name:IP_address
debugging,7,609002,Teardown local-host interface_name:IP_address duration time
debugging,7,701001,alloc_user() out of Tcp_user objects
debugging,7,701002,alloc_user() out of Tcp_proxy objects
debugging,7,702201,"ISAKMP Phase 1 delete received (local IP_address (initiator|responder), remote IP_address)"
debugging,7,702202,"ISAKMP Phase 1 delete sent (local IP_address (initiator|responder), remote IP_address)"
debugging,7,702203,"ISAKMP DPD timed out (local IP_address (initiator|responder), remote IP_address)"
debugging,7,702204,"ISAKMP Phase 1 retransmission (local IP_address (initiator|responder), remote IP_address)"
debugging,7,702205,"ISAKMP Phase 2 retransmission (local IP_address (initiator|responder), remote IP_address)"
debugging,7,702206,"ISAKMP malformed payload received (local IP_address (initiator|responder), remote IP_address)"
debugging,7,702207,"ISAKMP duplicate packet detected (local IP_address (initiator|responder), remote IP_address)"
debugging,7,702208,"ISAKMP Phase 1 exchange started (local IP_address (initiator|responder), remote IP_address)"
debugging,7,702209,"ISAKMP Phase 2 exchange started (local IP_address (initiator|responder), remote IP_address)"
debugging,7,702210,"ISAKMP Phase 1 exchange completed(local IP_address (initiator|responder), remote IP_address)"
debugging,7,702211,"ISAKMP Phase 2 exchange completed(local IP_address (initiator|responder), remote IP_address)"
debugging,7,702212,"ISAKMP Phase 1 initiating rekey (local IP_address (initiator|responder), remote IP_address)"
debugging,7,703001,H.225 message received from interface_name:IP_address/port to interface_name:IP_address/port is using an unsupported version number
debugging,7,703002,Received H.225 Release Complete with newConnectionNeeded for interface_name:IP_address to interface_name:IP_address/port
debugging,7,709001,FO replication failed: cmd=command returned=code 
debugging,7,709002,FO unreplicable: cmd=command
debugging,7,710001,TCP access requested from source_address/source_port to interface_name:dest_address/service
debugging,7,710002,{TCP|UDP} access permitted from source_address/source_port to interface_name:dest_address/service
debugging,7,710004,TCP connection limit exceeded from Src_ip/Src_port to In_name:Dest_ip/Dest_port (current connections/connection limit = Curr_conn/Conn_lmt)
debugging,7,710005,{TCP|UDP} request discarded from source_address/source_port to interface_name:dest_address/service
debugging,7,710006,protocol request discarded from source_address to interface_name:dest_address 
debugging,7,710007,NAT-T keepalive received from 86.1.161.1/1028 to outside:86:1.129.1/4500 
debugging,7,711001,debug_trace_msg 
debugging,7,711003,Unknown/Invalid interface identifier(vpifnum) detected.
debugging,7,713024,"Group group IP ip Received local Proxy Host data in ID Payload: Address IP_address, Protocol protocol, Port port"
debugging,7,713025,"Received remote Proxy Host data in ID Payload: Address IP_address, Protocol protocol, Port port"
debugging,7,713028,"Received local Proxy Range data in ID Payload: Addresses IP_address - IP_address, Protocol protocol, Port port"
